_id,OBJECTID,OID,Address,City,County,Zip,Year,Recipient,Approved Loan Amount,Recipient Type,Project Type,Project Status,Estimated Savings ($/yr),Annual Electric Savings (kWh),Lighting,HVAC,Solar,Battery Storage,EV Infrastructure,Other,Project Summary,Utility,Type of Utility,DAC,DDLat,DDLon,DDLat_D,DDLon_D,GlobalID,CreationDate,Creator,EditDate,Editor,x,y,x2,y2
291,294,301,"1010 10th St, Modesto, CA 95354",Modesto,Stanislaus,95354,2001,City of Modesto,267500,Local Government,ECAA-Reg,Completed,64187,721242,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,Yes,37.64124000N,121.00033400W,37.64124,-121.000334,1e22e200-f36b-44f7-9ebe-5808d6ff21b9,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-121.000334,37.64124,-13469695.5667,4528868.2916
292,295,302,"501 Poli St, Ventura, CA 93001",Ventura,Ventura,93001,2001,City of San Buenaventura,270000,Local Government,ECAA-Reg,Completed,80571,687938,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,34.28243600N,119.29328300W,34.282436,-119.293283,608f1305-2392-4a44-a804-761a6dc7e8a5,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-119.293283,34.282436,-13279667.5186,4066789.6228
293,296,303,"1225 Lincoln Way, Auburn, CA 95603",Auburn,Placer,95603,2001,City of Auburn,270480,Local Government,ECAA-Reg,Completed,34397,117605,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,38.89751850N,121.07436470W,38.8975185,-121.0743647,16f1baf5-db61-41cc-b831-7cfee4db4eec,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-121.0743647,38.8975185,-13477936.6265,4707002.59
294,297,304,"15218 W Whitesbridge Ave, Kerman, CA 93630",Kerman,Fresno,93630,2001,Kerman Unified School District,271000,School,ECAA-Ed,Completed,30152,220994,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,36.73545400N,120.06370090W,36.735454,-120.0637009,67e87b55-1415-451a-b1b9-63d5ff92ed16,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-120.0637009,36.735454,-13365430.0469,4402296.3562
295,298,305,"1910 E University Ave, Fresno, CA 93703",Fresno,Fresno,93703,2001,City of Fresno Water Division,276915,Special District,ECAA-Reg,Completed,93960,751437,No,No,No,No,No,Yes,,Sacramento Municipal Utility District,POU,Yes,36.76657620N,119.78754250W,36.7665762,-119.7875425,94f3ec0d-6dad-4542-93cb-935255d547c0,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-119.7875425,36.7665762,-13334688.2345,4406620.2712
296,299,306,"1025 Escobar St 4th Floor, Martinez, CA 94553",Martinez,Contra Costa,94553,2001,County of Contra Costa,315119,Local Government,ECAA-Reg,Completed,54000,303000,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,Yes,38.01910978N,122.13474399W,38.01910978,-122.13474399,212de213-f38b-4b05-88b7-9f4f2389a98d,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-122.134744,38.01910978,-13595977.5102,4582125.7357
297,300,307,"525 Acacia St, Stockton, CA 95203",Stockton,San Joaquin,95203,2001,Dameron Hospital,348338,Hospital/Public Care,ECAA-Reg,Completed,59933,599333,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,37.96164100N,121.30100200W,37.961641,-121.301002,8120a505-ced3-4820-9392-169890a6a516,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-121.301002,37.961641,-13503165.7754,4574008.389
298,301,308,"1025 Escobar St 4th Floor, Martinez, CA 94553",Martinez,Contra Costa,94553,2001,County of Contra Costa,384881,Local Government,ECAA-Reg,Completed,58000,525000,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,38.01910978N,122.13474399W,38.01910978,-122.13474399,de503f0c-794b-4b40-81f8-63cb97d88fd4,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-122.134744,38.01910978,-13595977.5102,4582125.7357
299,302,309,"1450 Herndon Ave, Clovis, CA 93611",Clovis,Fresno,93611,2001,Clovis Unified School District,388533,School,ECAA-Ed,Completed,86022,685980,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,Yes,36.83685000N,119.69030330W,36.83685,-119.6903033,e1cbbcf0-b101-44f4-98d8-cacb40e1f6af,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-119.6903033,36.83685,-13323863.6162,4416390.114
300,303,310,"9770 Culver Blvd, Culver City, CA 90232",Culver City,Los Angeles,90232,2001,City of Culver City,403000,Local Government,ECAA-Reg,Completed,98331,786645,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,34.02092500N,118.39529600W,34.020925,-118.395296,f1756db9-0ef0-47cd-9002-4ee78a580466,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-118.395296,34.020925,-13179704.063,4031612.0886
301,304,311,"35 Cajon St # 200, Redlands, CA 92373",Redlands,San Bernardino,92373,2001,City of Redlands,415000,Local Government,ECAA-Reg,Completed,106198,851981,No,No,No,No,No,Yes,,Truckee Donner Public Utilities District,POU,No,34.05525320N,117.18178970W,34.0552532,-117.1817897,80b4b8db-abd3-400c-96cb-38f87761a37c,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-117.1817897,34.0552532,-13044617.1596,4036223.5961
302,305,312,"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Oakland,Alameda,94612,2001,City of Oakland,438100,Local Government,ECAA-Reg,Completed,67559,947000,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,37.80531500N,122.27254600W,37.805315,-122.272546,2fa8ccb4-affb-4eb8-8807-76cfb5b69ae9,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-122.272546,37.805315,-13611317.5587,4551959.7403
303,306,313,"2335 Plaza del Amo, Torrance, CA 90501",Torrance,Los Angeles,90501,2001,Torrance Unified School District,471411,School,ECAA-Ed,Completed,52379,682404,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,33.82910700N,118.32081300W,33.829107,-118.320813,c8367ec6-87b8-4e0e-9354-ee6d0329f57b,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-118.320813,33.829107,-13171412.6534,4005878.289
304,307,314,"12555 Navajo Rd, Apple Valley, CA 92308",Apple Valley,San Bernardino,92308,2001,Apple Valley Unified School District,500000,School,ECAA-Ed,Completed,80185,20000,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,34.47941300N,117.18949400W,34.479413,-117.189494,9cc240bd-a6cb-4360-8ae8-f0563f4e4a32,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-117.189494,34.479413,-13045474.7984,4093358.5785
305,308,315,"3041 W Ave K, Lancaster, CA 93536",Lancaster,Los Angeles,93536,2001,Antelope Valley Community College District,550200,College,ECAA-Reg,Completed,66000,475000,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,34.67800200N,118.18697700W,34.678002,-118.186977,5228636b-35c2-4bd0-b788-09e6f4ec9a63,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-118.186977,34.678002,-13156514.098,4120208.5445
306,309,316,"4080 Lemon St, Riverside, CA 92501",Riverside,Riverside,92501,2001,County of Riverside,614300,Local Government,ECAA-Reg,Completed,267199,2440685,No,No,No,No,No,Yes,install 670 megawatt power plant ,Pacific Gas & Electric Company,IOU,No,33.97780600N,117.37326000W,33.977806,-117.37326,f73d685e-61ae-4b97-bab6-db300d9f4438,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-117.37326,33.977806,-13065931.5359,4025822.3034
307,310,317,"333 W Santa Ana Blvd, Santa Ana, CA 92701",Santa Ana,Orange,92701,2001,County of Orange,643408,Local Government,ECAA-Reg,Completed,125409,1527716,No,No,No,No,No,Yes,,Southern California Edison,IOU,No,33.75060820N,117.87094630W,33.7506082,-117.8709463,9c93eaf1-0794-49cb-bfa9-30103f3462c4,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-117.8709463,33.7506082,-13121333.7214,3995363.7574
308,311,318,"1100 N Grand Ave, Walnut, CA 91789",Walnut,Los Angeles,91789,2001,Mt. San Antonio College,647136,College,ECAA-Reg,Completed,71904,0,No,No,No,No,No,Yes,,Southern California Edison,IOU,No,34.04832400N,117.84200100W,34.048324,-117.842001,5b1fe26b-6679-47ed-9c04-76499b56ba7c,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-117.842001,34.048324,-13118111.5454,4035292.6058
309,312,319,"1001 W Center St, Manteca, CA 95337",Manteca,San Joaquin,95337,2001,City of Manteca,648780,Local Government,ECAA-Reg,Completed,85684,670252,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,Yes,37.79975700N,121.23159100W,37.799757,-121.231591,0fd4004d-3f74-4b5f-8aa6-c9d04ce21800,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-121.231591,37.799757,-13495438.9782,4551176.6852
310,313,320,"600 Elm St, San Carlos, CA 94070",San Carlos,San Mateo,94070,2001,City of San Carlos,657303,Local Government,ECAA-Reg,Completed,81151,88253,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,37.50426000N,122.26268000W,37.50426,-122.26268,de6b9706-776a-48be-a93a-3d4ba9afb255,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-122.26268,37.50426,-13610219.2806,4509629.1527
311,314,321,"631 L St, Rio Linda, CA 95673",Rio Linda,Sacramento,95673,2001,Rio Linda Union School District,730000,School,ECAA-Ed,Completed,81927,670311.8182,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,38.69040900N,121.45097800W,38.690409,-121.450978,61d932ca-0bad-40f6-aad8-0fbf7c3f525f,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-121.450978,38.690409,-13519861.0273,4677421.8417
312,315,322,"11232 El Camino Real #100, San Diego, CA 92130",San Diego,San Diego,92130,2001,Del Mar Union School District,750000,School,ECAA-Ed,Completed,66734,630000,No,No,No,No,No,Yes,,Southern California Edison,IOU,No,32.92342950N,117.23188130W,32.9234295,-117.2318813,580752b5-005c-4ea9-842c-8dce702acc84,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-117.2318813,32.9234295,-13050193.3311,3885144.9149
313,316,323,"2700 Dolbeer St, Eureka, CA 95501",Eureka,Humboldt,95501,2001,St. Joseph Health System,785164,Hospital/Public Care,ECAA-Reg,Completed,173538,1191437,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,40.78399400N,124.14216200W,40.783994,-124.142162,b0f19e39-4980-4d93-85d9-169fa8dfa121,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-124.142162,40.783994,-13819442.2598,4980532.8468
314,317,324,"333 W Santa Ana Blvd, Santa Ana, CA 92701",Santa Ana,Orange,92701,2001,County of Orange,823911,Local Government,ECAA-Reg,Completed,192231,1747551,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,33.75060820N,117.87094630W,33.7506082,-117.8709463,e15c2bcf-c0d3-46e6-a7fc-410fa8f17179,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-117.8709463,33.7506082,-13121333.7214,3995363.7574
315,318,325,"33122 Valle Rd, San Juan Capistrano, CA 92675",San Juan Capistrano,Orange,92675,2001,Capistrano Unified School District,901306,School,ECAA-Ed,Completed,101000,772000,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,Yes,33.47984500N,117.67000700W,33.479845,-117.670007,72ae112f-65ce-4135-b968-302041572792,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-117.670007,33.479845,-13098965.2609,3959169.9412
316,319,326,"1100 N Grand Ave, Walnut, CA 91789",Walnut,Los Angeles,91789,2001,Mt. San Antonio College,962617,College,ECAA-Reg,Completed,170239,1702393,No,No,No,No,No,Yes,,Southern California Edison,IOU,No,34.04832400N,117.84200100W,34.048324,-117.842001,1c16308d-94ca-4587-87be-06b3bd470ff3,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-117.842001,34.048324,-13118111.5454,4035292.6058
317,320,327,"7600 Dublin Blvd #160, Dublin, CA 94568",Dublin,Alameda,94568,2001,County of Alameda,989000,Local Government,ECAA-Reg,Completed,124000,1553000,No,No,Yes,No,No,Yes,installation of a 500 kW PV system and other cooling plant upgrades ,Los Angeles Department of Water & Power,POU,No,37.70354400N,121.92982500W,37.703544,-121.929825,da08cd4d-72ae-4cce-b6cc-f8111b96889b,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-121.929825,37.703544,-13573166.0315,4537630.7574
318,321,328,"7600 Dublin Blvd #160, Dublin, CA 94568",Dublin,Alameda,94612,2001,County of Alameda,1071000,Local Government,ECAA-Reg,Completed,119000,823330,No,No,Yes,No,No,No,Install a 500 kW PV system ,Pacific Gas & Electric Company,IOU,No,37.70354400N,121.92982500W,37.703544,-121.929825,9c8bba3c-998a-4402-8354-4f81c35f2bc2,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-121.929825,37.703544,-13573137.7238225,4537637.83591182
319,322,329,"3041 W Ave K, Lancaster, CA 93536",Lancaster,Los Angeles,93536,2001,Antelope Valley Community College District,1090020,College,ECAA-Reg,Completed,146089,1040000,No,No,No,No,No,Yes,,Southern California Edison,IOU,No,34.67800200N,118.18697700W,34.678002,-118.186977,d06ccbf2-a5dd-4e76-a4ba-57e95978dbf3,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-118.186977,34.678002,-13156514.098,4120208.5445
320,323,330,"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",San Francisco,San Francisco,94102,2001,City and County of San Francisco,1098886,Local Government,ECAA-Reg,Completed,171709,34706857,No,No,No,No,No,Yes,,Southern California Edison,IOU,No,37.77928500N,122.41925100W,37.779285,-122.419251,36ff6e18-64b5-475e-8d24-423c97be25fd,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-122.419251,37.779285,-13627648.6846,4548292.9353
321,324,331,"675 Texas St # 6500, Fairfield, CA 94533",Fairfield,Solano,94533,2001,County of Solano,1100000,Local Government,ECAA-Reg,Completed,189000,1727048,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,38.24821350N,122.04122480W,38.2482135,-122.0412248,5e6c44de-eac5-413c-8612-93853cff231d,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-122.0412248,38.2482135,-13585567.0005,4614549.64
322,325,332,"900 Otay Lakes Rd, Chula Vista, CA 91910",Chula Vista,San Diego,91910,2001,Southwestern Community College District,1210000,College,ECAA-Reg,Completed,134434,767344,No,No,No,No,No,Yes,,San Diego Gas & Electric,IOU,No,32.64073200N,116.99854700W,32.640732,-116.998547,6a55e5c0-32e2-42af-86e7-69a7434cf0da,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-116.998547,32.640732,-13024218.6756,3847713.6632
323,326,333,"1171 Fulton St, Fresno, CA 93721",Fresno,Fresno,93721,2001,State Center Community College District,1308913,College,ECAA-Reg,Completed,228614,1880317,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,Yes,36.73557780N,119.79248420W,36.7355778,-119.7924842,a7a0aeb7-38c6-42e4-916f-1ef66967ddb4,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-119.7924842,36.7355778,-13335238.342,4402313.5526
324,327,334,"100 Santa Rosa Ave, Santa Rosa, CA 95404",Santa Rosa,Sonoma,95404,2001,City of Santa Rosa,1500000,Local Government,ECAA-Reg,Completed,405000,4000000,No,No,No,No,No,Yes,,Southern California Edison,IOU,No,38.43784270N,122.71175300W,38.4378427,-122.711753,8312f15d-a7a9-43de-8aef-6d83ac8e863d,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-122.711753,38.4378427,-13660209.8583,4641464.2894
325,328,335,"35 Cajon St # 200, Redlands, CA 92373",Redlands,San Bernardino,92373,2001,City of Redlands,1500000,Local Government,ECAA-Reg,Completed,325000,8072340,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,34.05525320N,117.18178970W,34.0552532,-117.1817897,c41d2373-b52c-4590-94c5-91b691a0bddd,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-117.1817897,34.0552532,-13044617.1596,4036223.5961
326,329,336,"2700 Dolbeer St, Eureka, CA 95501",Eureka,Humboldt,95501,2001,St. Joseph Health System,1556046,Hospital/Public Care,ECAA-Reg,Completed,260228,2991986,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,40.78399400N,124.14216200W,40.783994,-124.142162,05e4f61e-f819-4724-9fa8-0245072b517c,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-124.142162,40.783994,-13819442.2598,4980532.8468
327,330,337,"5100 Sierra College Blvd, Rocklin, CA 95677",Rocklin,Placer,95677,2001,Sierra Joint Community College District,1593574,College,ECAA-Reg,Completed,170282,913403,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,38.79115400N,121.21081700W,38.791154,-121.210817,2b3e25ab-5969-46cc-bea6-1a8d0e5fcf80,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-121.210817,38.791154,-13493126.4271,4691800.1731
328,331,338,"770 Wilshire Blvd, Los Angeles, CA 90017",Los Angeles,Los Angeles,90017,2001,Los Angeles Community College District,1600000,College,ECAA-Reg,Completed,218000,1306799,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,34.04897100N,118.25811400W,34.048971,-118.258114,2f1d336f-c3cc-40f5-a1af-8586601a5fe8,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-118.258114,34.048971,-13164433.0327,4035379.5319
329,332,339,"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",San Francisco,San Francisco,94102,2001,City and County of San Francisco,1627983,Local Government,ECAA-Reg,Completed,392000,3524111,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,37.77928500N,122.41925100W,37.779285,-122.419251,736fe66a-fb1d-4583-a201-858b19643905,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-122.419251,37.779285,-13627648.6846,4548292.9353
330,333,340,"2105 Forest Ave, San Jose, CA 95128",San Jose,Santa Clara,95128,2001,O'Connor Hospital,1800000,Hospital/Public Care,ECAA-Reg,Completed,201853,1421000,No,No,No,No,No,Yes,,San Diego Gas & Electric,IOU,No,37.32770000N,121.93840600W,37.3277,-121.938406,5d7b06c6-fa70-44a8-a44f-2c5e1d8717b5,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-121.938406,37.3277,-13574121.2641,4484882.9075
331,334,341,"2926 G St MA Faculty, Merced, CA 95340",Merced,Merced,95340,2001,County of Merced,1900345,Local Government,ECAA-Reg,Completed,213000,1090000,No,No,No,No,No,Yes,,Southern California Edison,IOU,No,37.31651688N,120.45763397W,37.31651688,-120.45763397,cf8a68b9-6f2d-4997-934b-5df028da03b0,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-120.457634,37.31651688,-13409282.479,4483317.4683
332,335,342,"1001 W Center St, Manteca, CA 95337",Manteca,San Joaquin,95337,2001,City of Manteca,1991717,Local Government,ECAA-Reg,Completed,371098,3892000,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,37.79975700N,121.23159100W,37.799757,-121.231591,bf905537-b40b-4bcc-ba98-1fbe4eb59c76,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-121.231591,37.799757,-13495438.9782,4551176.6852
333,336,343,"375 11th St, Oakland, CA 94607",Oakland,Alameda,94607,2001,East Bay Municipal Utility District,1991945,Special District,ECAA-Reg,Completed,235864,8774976,No,No,Yes,No,No,Yes,install twelve 60 kW microturbine cogeneration sytems and one 30 kW PV solar system,Southern California Edison,IOU,Yes,37.80127000N,122.27084200W,37.80127,-122.270842,82d1d1ae-77e3-46e4-a406-e79a7697b653,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-122.270842,37.80127,-13611127.8703,4551389.8428
334,337,344,"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",San Francisco,San Francisco,94102,2001,City and County of San Francisco,1999989,Local Government,ECAA-Reg,Completed,304000,2737772,No,No,No,No,No,Yes,,Southern California Edison,IOU,No,37.77928500N,122.41925100W,37.779285,-122.419251,5134624c-93db-4413-9019-1a50390e2269,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-122.419251,37.779285,-13627648.6846,4548292.9353
335,338,345,"1000 Webster St # 4, Fairfield, CA 94533",Fairfield,Solano,94533,2001,City of Fairfield,2002821,Local Government,ECAA-Reg,Completed,283062,1818820,No,No,No,No,No,Yes,,Los Angeles Department of Water & Power,POU,No,38.25211900N,122.04452700W,38.252119,-122.044527,29a3f14a-840a-46f5-90b0-dd01ac7ba3b1,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-122.044527,38.252119,-13585934.5997,4615103.25
336,339,346,"1021 Baker St, Costa Mesa, CA 92626",Costa Mesa,Orange,92626,2000,St. John/Baptist Catholic School,7760,School,ECAA-Ed,Completed,1108.5714,9070.12987,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,33.67964800N,117.90021900W,33.679648,-117.900219,781a8a8b-67f5-4c20-91df-9756930776c3,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-117.900219,33.679648,-13124592.3435,3985867.2653
337,340,347,"201 N Broadway, Escondido, CA 92025",Escondido,San Diego,92025,2000,City of Escondido,165091,Local Government,ECAA-Reg,Completed,50288,457167,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,Yes,33.12296800N,117.08263900W,33.122968,-117.082639,db116491-8d1a-4774-b7d6-025a0ac65383,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-117.082639,33.122968,-13033579.7542,3911637.3062
338,341,348,"7500 Chaminade Ave, West Hills, CA 91304",West Hills,Los Angeles,91304,2000,Chaminade College Preparatory,200000,College,ECAA-Reg,Completed,26000,166000,No,No,No,No,No,Yes,,Southern California Edison,IOU,No,34.20761900N,118.63624300W,34.207619,-118.636243,82ef3e9b-301a-4902-a8a8-373ba8763aea,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-118.636243,34.207619,-13206526.1604,4056714.3716
339,342,349,"3200 E Tahquitz Canyon Way, Palm Springs, CA 92262",Palm Springs,Riverside,92262,2000,City of Palm Springs,226048,Local Government,ECAA-Reg,Completed,83000,679090.9091,No,No,No,No,No,Yes,,Pacific Gas & Electric Company,IOU,No,33.82416700N,116.51131800W,33.824167,-116.511318,41494059-eec4-49b4-b636-7f06848fce18,8/22/2022 3:59:00 PM,mlaw_CAEnergy,8/22/2022 3:59:00 PM,mlaw_CAEnergy,-116.511318,33.824167,-12969980.5914,4005216.3157
